OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,8932,2782,2936,3170,2587,9676,4887,47,6036,4984
+,7410,9426,219,2212,1667,9991,8624,2613,9465,9066
+,170,9269,370,3147,9032,5614,5072,5195,8402,1447
+,6028,177,1780,4917,2783,8224,3659,8245,2065,8214
+,7796,6917,8477,6427,6220,9705,7450,5141,7079,175
+,2488,1025,8185,9929,5662,8670,6367,376,3117,3563
+,6160,8113,5636,9343,9537,1898,1229,9909,8389,3140
+,5214,8502,2939,4179,532,5881,2055,5188,8224,6023
+,2596,9041,9341,7663,2734,2033,4284,1263,7024,7984
+,7383,7175,7045,2349,969,7864,5947,6350,7247,8003
-,180,0,0,0,0,0,0,0,0,0
+,8422,7233,7511,6271,6376,2875,5138,7584,498,9727
+,1422,1006,8897,545,1015,4014,4696,8817,5776,6657
+,2616,444,9180,9614,7433,1720,8303,1074,9387,4502
+,9713,6574,6649,7370,7604,9353,2246,3714,905,9292
-,454,0,0,0,0,0,0,0,0,0
-,354,0,0,0,0,0,0,0,0,0
+,8572,6159,5626,6166,6949,9493,4484,9544,2404,3346
+,7392,4421,1832,3693,2182,8920,4820,627,277,5033
+,873,6414,4188,549,6634,6619,8062,3156,4990,2848
+,5409,2678,3017,1508,7313,9434,305,7332,4544,5737
+,1939,3538,2932,4034,6846,7325,3124,1478,3656,8180
+,3054,4747,5948,3293,9668,6098,3734,643,4583,4533
+,9619,1582,8910,6787,7202,9047,6440,2784,5727,7375
+,864,7235,6667,3932,9347,6080,4695,6660,4752,257
+,570,7710,7610,694,8194,680,1130,71,8890,8227
+,4123,9226,5870,4533,7370,8359,6867,2967,8258,8145
+,4620,762,3445,6797,4927,539,2093,7984,918,9460
+,429,187,269,1288,5525,341,349,3942,8538,8128
+,9565,1074,9186,8811,3325,5855,1136,8981,9969,9023
+,433,1160,1544,9285,6872,4403,8526,279,7715,1405
+,3057,7964,9405,8046,9279,521,7167,4845,6517,7132
-,671,0,0,0,0,0,0,0,0,0
+,3252,4003,9336,9086,1960,3905,1918,9032,6904,7922
+,3184,9613,4390,4041,7508,5714,9885,8382,5164,9306
+,5994,7844,1482,6902,1898,6475,8603,3817,8200,3941
+,4222,7663,4932,5431,5705,7929,3101,3027,3203,7038
+,4157,4008,9174,4165,5076,230,9496,6700,2018,8319
+,6167,5547,8940,8420,3419,8190,8701,7069,6466,5769
+,3658,1419,8096,2901,3448,4952,4435,2688,235,7255
+,4183,2614,9964,6138,237,6479,8764,7849,8405,6750
+,4634,9158,6864,803,1934,3169,1823,5169,5804,4847
+,5134,4868,3320,4234,3308,303,6077,8338,9180,249
-,714,0,0,0,0,0,0,0,0,0
+,3157,9441,6217,6101,9385,1509,1536,5898,1601,9094
+,7022,6148,3889,3365,2002,5973,7884,9295,6217,5570
+,8689,7587,4366,4892,9427,5561,9234,8490,4875,7766
+,7917,7540,1139,9291,9860,6770,7962,4097,4892,8064
+,645,5373,3396,2466,1101,6660,4289,6304,8718,5565
+,9035,2155,6050,8026,6607,1318,2748,3697,3085,6531
+,8331,835,5583,5034,4037,7077,1042,2592,3283,7437
+,895,2648,5816,4248,5973,5277,2603,1011,6202,9776
+,6794,6984,7752,9360,8004,3099,675,5716,2133,4278
-,801,0,0,0,0,0,0,0,0,0
+,3723,9847,5807,8658,795,9382,3090,3139,9716,1359
+,2139,3284,2348,8177,83,4928,8140,7031,5468,6280
+,9010,3822,2188,4196,1419,6524,5821,6904,7346,4573
+,2008,7609,1632,3463,8796,9532,6799,6068,800,3014
-,756,0,0,0,0,0,0,0,0,0
-,538,0,0,0,0,0,0,0,0,0
+,4162,9624,6197,3679,2825,9411,1376,3306,7854,4080
+,9599,4944,3437,6222,860,5944,7405,1269,4894,311
+,1185,8625,4238,5269,6421,2860,3304,1786,3796,5887
+,9744,2697,9587,6564,3004,9855,4571,235,1932,6423
+,4931,4613,2973,8362,8467,5335,5526,773,9121,6858
+,2765,8001,584,4735,8663,6832,5006,2256,6631,3830
+,626,3737,5840,9264,1011,9630,1868,6432,5938,4301
+,7112,9268,9159,7343,139,1236,9263,6129,1390,8328
+,9632,5169,5463,5115,8906,5416,9587,9659,2479,9209
+,4341,4655,3562,9938,9312,7674,7571,7132,6641,8761
+,9585,3683,6418,7104,6744,1259,5638,9174,9530,3195
+,6837,3435,9761,8016,9156,1161,9445,845,6470,4468
+,4210,6765,5283,3886,5943,9570,3551,8557,8422,1985
+,475,2555,8776,3229,2113,7013,6852,6162,1204,6296
+,6186,9772,9661,5224,5732,1694,5761,6373,385,4634
+,8204,3336,6652,1934,9255,3245,47,5501,3190,5304
+,8584,3694,3148,1483,5028,307,4913,5256,6655,3831
+,4933,8657,2165,718,4290,6465,6264,376,3429,6733
+,1091,3178,9338,435,9749,1221,2634,8807,8319,4004
+,1531,4665,7973,5166,1292,7701,5916,715,9958,8078
+,5736,5983,1058,2729,6928,4594,1102,5557,2725,4584
+,582,9430,8765,6521,5878,5168,6636,5262,8550,571
+,1769,5275,2300,1643,9431,1124,2127,8341,7851,4906
+,2537,6024,7504,7821,6636,8831,5539,9531,3503,5836
+,7747,9776,2740,9595,3294,9162,381,9023,2583,9089
+,5944,3340,5430,3802,3474,87,4057,4050,9874,5292
+,4284,3252,1308,2876,4266,4753,2135,2934,1699,2914
-,198,0,0,0,0,0,0,0,0,0
+,9735,1950,8351,8775,3801,3291,1106,5779,1876,298
+,3158,4425,3341,3489,7928,1032,1043,6014,7255,5533
+,6700,4310,901,6506,7420,711,6463,4612,7143,2155
+,2021,5854,6260,4608,7188,5434,3007,8554,3720,1259
+,3153,9539,6289,2017,7211,5501,4066,4661,7570,4941
+,1709,250,8178,3999,6296,5577,1151,4962,6966,5828
+,4879,2025,4728,2254,7829,1428,5685,2193,7614,428
+,5279,7369,1766,3191,6805,3986,626,597,8896,5860
+,493,4831,8069,8167,899,3174,7577,2037,5660,1751
+,1528,4443,1871,8712,5300,5702,2851,1466,3159,381
+,4842,9140,8324,1188,8253,8567,2347,6184,9556,8735
+,3044,6439,8333,5621,4874,72,5791,1540,7633,2635
+,682,2870,5298,854,5245,5760,566,6600,559,1675
+,1289,1925,5352,8790,6518,4381,7756,1071,1303,3136
+,3524,191,7955,4056,300,1777,6272,8845,1308,8681
+,7158,9781,4285,4661,4791,976,5439,6907,918,3253
+,1444,7757,8175,5988,3150,7722,3801,6379,3979,3522
+,425,7831,2735,9924,6581,2374,6910,9499,7545,5515
+,3030,9210,8539,3066,9206,7906,9215,6864,3592,4147
+,8193,7143,3751,5454,65,3764,5326,5106,5239,5697
+,874,6951,6579,5650,7382,884,8465,2441,1112,547
+,6118,9829,9944,4149,1755,4236,190,3298,1081,33
+,6821,4297,8651,9482,8290,9395,3817,7257,6603,534
+,4840,3177,5422,7726,2574,1078,869,982,6932,5470
-,986,0,0,0,0,0,0,0,0,0
+,1349,4166,5577,8141,6328,179,6792,5990,972,2424
+,7302,4113,7122,556,931,9177,6353,7768,1199,5590
-,744,0,0,0,0,0,0,0,0,0
-,499,0,0,0,0,0,0,0,0,0
+,3768,2977,8591,2733,6738,8597,8603,3453,2928,8565
+,3197,8331,3581,9150,1872,5179,6435,4307,3144,9417
+,7609,553,5350,3546,8394,6716,2162,3810,9058,7323
+,9351,9111,3052,5520,6453,538,5094,3729,3080,5942
+,5405,7369,5036,2631,885,8284,5316,7350,7026,4743
+,9308,1193,8837,8517,1243,8720,8174,4834,5118,1519
+,6024,6037,3747,3109,9812,6869,1695,4774,4370,6421
+,4619,1842,4191,6097,6614,8072,5752,6601,7274,7535
+,2540,578,4006,5080,5891,674,8100,7532,9768,7329
+,7725,7848,6601,6729,389,9396,2260,8658,6150,1069
+,2330,3950,7930,6730,1000,5193,766,5640,618,9337
+,6460,9666,6713,7150,6656,2942,7316,4831,1271,8687
+,775,7170,7425,4408,8825,7158,5387,5440,7951,6696
+,8283,3802,2491,8553,8654,6790,8281,5711,9440,3528
+,5998,4040,5141,6581,104,7819,8645,5301,2312,2888
+,6126,4225,7570,7127,3800,5677,2698,4496,8798,5056
+,2812,6167,859,1368,3917,5245,6468,7953,1985,3972
+,9985,3986,3230,5479,5990,1606,7363,6832,3442,3427
+,7488,7649,4624,8260,3921,8404,7353,1336,9776,4916
+,9224,2361,9694,6007,8281,8847,1794,1316,1947,204
+,3233,7942,7257,5532,3514,9386,2405,3338,6452,9756
+,817,4327,3238,1084,7309,3192,7037,2581,1464,8081
+,1161,2793,2032,5757,7793,4475,491,6182,3102,5944
+,8081,9999,3140,2863,3288,5017,1817,6486,3254,2125
+,4624,3326,4345,6742,1129,4422,4145,3054,3638,7986
+,6488,7763,1193,4084,7437,8817,2366,2118,2548,9687
+,7501,5958,1206,6385,285,1296,7372,3677,8841,2762
+,6270,4112,2479,1564,1185,4398,6328,9632,6388,2864
+,263,6019,4354,4922,3705,5118,7212,4242,6195,7755
+,1629,2024,7051,1470,8627,4910,5384,7246,6034,6189
+,6720,2170,6139,4482,6757,6208,9183,8480,737,4990
+,5218,1322,4205,1523,4662,6383,9637,105,3709,7108
+,1871,1599,3008,8000,7323,1312,8007,2929,5375,3437
+,7020,6222,5024,6240,4202,2849,5147,4478,2207,9985
+,4785,988,5566,9097,9750,8581,7703,1250,9773,8740
+,2388,162,4635,6367,9907,9243,552,8277,3759,2338
+,8006,4804,1829,9066,528,3646,9688,5298,3550,6213
+,1902,603,1327,6085,4661,6572,9041,2434,3143,2692
+,7806,9314,256,5021,9066,4250,5470,8940,6253,550
+,7494,875,7959,4538,9463,4702,840,2304,6838,3393
+,4209,1675,3562,4201,5428,3225,4035,5772,6534,363
+,2547,9303,2685,5766,3864,1447,832,192,9829,9661
+,8432,6210,182,3745,5980,4957,5394,4706,6227,9131
+,3087,9867,8031,194,8178,580,4840,9346,6846,7073
+,6601,1221,7672,4190,9854,6072,8571,4573,748,8644
+,6148,1068,4474,6318,207,8994,6513,7511,3924,1443
+,1815,2897,3940,2883,7094,7436,3088,6931,5769,1468
+,2418,6237,3269,607,969,1599,5554,1776,5848,5872
+,4664,5949,3161,6202,314,3808,5252,5518,8925,9275
+,5261,643,4280,1777,5651,9274,9627,4522,7706,3166
+,8094,9501,7881,4676,2923,8325,6746,4711,1393,1314
+,3336,9914,1701,325,1794,4771,5491,2514,1616,6208
+,8796,5256,2642,7301,2897,297,1726,906,7030,1141
-,797,0,0,0,0,0,0,0,0,0
+,1708,5865,5289,8675,4942,3125,5005,8342,5993,2326
+,4633,8348,2354,4442,6558,9419,161,9298,1898,3606
+,6913,5646,4610,2434,3734,8595,6293,1301,8327,115
+,7978,7017,4198,6912,1329,8069,6491,475,6724,3232
+,3383,5961,5914,9965,4996,5737,2579,695,8984,5439
+,1313,4955,7438,1494,1418,7005,3455,4079,7532,2720
+,5520,8940,3226,152,2007,3433,9712,5377,8054,867
+,1740,7463,6817,4064,9384,5671,5286,6100,370,5402
+,4058,8032,1888,7302,8994,3901,1151,1949,8189,4069
+,8447,9918,6792,4028,3770,3265,3233,6103,9080,5237
+,5095,2422,5638,3354,7966,1346,3263,2311,8107,9993
+,9462,917,5392,8577,389,3461,4151,2070,2288,3323
+,937,9823,2058,3201,2157,2851,6046,2732,4450,2293
+,355,406,1486,6480,8324,5406,959,4682,6833,5412
+,3129,5025,1925,2776,2215,5354,9944,667,5799,2193
+,1022,2933,3411,4716,2778,8038,7590,7661,9980,8419
+,3451,3327,4612,9139,951,2689,3840,998,1583,7740
+,4006,4916,5419,1232,7641,4843,882,6111,1606,1336
+,8239,1615,8400,3346,4988,7018,4279,4278,9113,5249
+,5640,6413,4035,2907,2635,1095,1501,2708,5376,1224
+,5133,3483,9087,2744,7748,5060,7820,7002,9146,40
+,4595,8794,9949,2500,470,2400,4031,5898,275,5019
+,1247,3345,9667,4948,5666,1264,6505,3550,3324,2150
+,3793,5869,6443,721,5824,8396,9456,6949,9659,8770
+,8780,1812,330,9968,9971,6544,4573,5373,1082,8232
+,2736,2817,3006,1719,7941,8985,1148,4450,522,1262
+,1497,2406,9218,749,2288,9942,9549,8709,3917,462
+,1702,3075,3497,9455,9130,4289,5609,7942,3431,3633
+,7305,1936,4585,2056,8343,2522,9398,8292,3999,3523
+,6030,4443,9377,5802,2239,103,2902,4906,8166,5883
+,3413,103,8677,3587,9307,2899,4098,4952,7488,295
+,6530,1981,9924,3191,4688,4849,7696,859,7021,9283
+,5312,2646,1998,3021,7300,2847,4533,1521,7234,4987
+,1445,1583,2199,3771,1207,5502,8943,581,7211,9204
+,6002,6440,3547,2302,4488,1527,5118,7574,3789,6459
+,9335,7219,1572,2065,798,1533,4354,672,4650,3647
+,4875,9900,2219,7735,3783,8056,1650,360,7757,6772
+,7073,1852,4731,5167,62,5993,2863,8680,1217,8014
+,9877,7915,555,5490,7510,2184,1818,130,3628,4457
+,790,4585,618,8500,3411,4149,278,8964,4169,3903
+,2903,6135,5174,5592,2054,4470,6886,2566,2579,4432
+,1747,1757,1882,8307,59,3372,3998,5066,282,5982
+,7810,9361,5905,6443,514,2784,9156,457,7200,4909
+,281,1890,2642,3070,4044,9228,3940,8265,9925,4549
+,6352,9127,3578,1210,8951,4755,6628,2039,3912,1862
+,9929,1380,8815,1379,7946,8767,3859,3258,3065,4657
+,4401,6598,6900,4322,282,3673,6146,2221,3368,2154
+,7262,1103,9642,3866,5417,6724,2437,7649,7669,8702
+,5225,9023,4516,7053,2299,1774,4726,4756,2740,9670
+,3880,9818,9737,3790,4727,6736,411,7267,8875,9757
+,5159,3934,2443,1907,632,8859,848,752,9725,8655
+,2898,2611,3146,6558,1537,7505,9830,9530,6197,1183
+,3761,3300,6952,5839,2729,840,1050,916,8626,3371
+,2994,5635,1524,6128,2242,2581,3766,1947,5056,2327
+,1061,11,6797,6642,4368,7211,174,6430,3349,5789
+,8197,2958,5075,1230,1168,2404,7729,2111,8021,6736
+,4576,2902,4455,3926,22,8082,6085,7632,4720,477
-,249,0,0,0,0,0,0,0,0,0
+,9366,5282,1995,8460,6554,5655,8627,9448,2863,6186
+,6568,9295,8630,5791,2763,5925,2955,7114,6011,9824
+,6380,2556,6407,6712,2468,8322,2224,5547,629,2577
+,4573,4237,7237,9542,5347,6213,3370,8630,3199,2077
+,7538,5355,2713,9471,2537,6912,1637,6701,7344,110
+,7867,6377,4665,5085,3110,4522,372,6488,1823,8952
+,9329,7899,5718,6815,2606,7949,7288,462,3842,3648
+,5206,3185,6748,4233,5668,2965,4824,9689,8621,251
+,7911,6841,7306,6898,5589,7218,4615,1992,7529,7681
+,2481,8607,7787,7766,1625,9271,8649,7126,1658,3981
+,7907,6035,7901,3279,1142,2548,5046,9167,7461,5116
+,1180,718,2331,4899,8705,5471,8737,9885,9016,3998
+,5240,5253,2140,9850,1382,2311,5275,9955,1990,2759
+,7656,701,9813,9526,3343,474,28,5022,7829,5359
+,3646,7641,4197,2941,4504,9579,7947,2695,4969,5977
+,4847,3015,3718,2617,8900,3274,2602,6894,4581,581
+,7836,2009,6048,1300,4909,2485,618,7695,7500,3723
+,8429,819,8956,6306,3141,4015,3293,2565,3882,4977
+,639,3573,4538,4090,4358,3054,9447,9291,2771,872
+,7928,8944,936,9060,3362,8475,3809,2377,1480,555
+,8191,2550,3588,8938,9717,184,7161,7182,7748,2071
+,9448,98,8600,2946,2603,7780,7666,5204,5811,5411
+,52,5142,9315,7532,5244,8327,5690,7805,5360,4879
+,4080,6061,8066,3506,4583,236,6272,4299,6069,4247
+,7703,8958,1682,1026,6279,2517,8863,8513,7389,4678
+,1379,4456,9055,1483,9885,5547,6740,1930,6519,751
+,7535,6235,9997,5226,169,1335,762,7020,9020,1924
+,8058,9064,4433,7358,8024,6403,4021,7391,9559,5139
+,1561,597,7895,2105,5742,3534,934,8533,6348,4134
-,647,0,0,0,0,0,0,0,0,0
+,53,2058,3954,2215,1069,9383,4326,6493,689,3334
+,457,9743,5339,1386,5749,230,3753,5756,4981,6721
+,9211,7252,1957,5432,3751,1371,2471,3081,538,2444
-,370,0,0,0,0,0,0,0,0,0
+,2710,9815,6118,8796,4520,5592,7830,6295,4418,9728
+,9068,8394,727,2501,3613,2145,1193,5534,6712,5560
-,42,0,0,0,0,0,0,0,0,0
-,957,0,0,0,0,0,0,0,0,0
+,8715,3494,3421,8398,163,1980,4860,9055,2598,430
+,9391,7616,5732,5464,8656,5027,4177,3802,1816,2351
-,614,0,0,0,0,0,0,0,0,0
+,1858,3178,7299,8304,2527,7548,5967,3988,4116,24
+,3721,8190,6113,833,8780,7593,8153,1662,9977,4277
+,7558,5079,9824,7720,3453,7429,6328,4083,1176,9652
+,1217,2288,1449,5447,3862,9035,1589,7845,6329,3424
+,28,1052,275,3482,7549,2804,3524,2561,732,3620
+,6955,8648,3446,8268,4031,685,9482,7069,2388,9610
+,1443,7777,5081,4301,1020,8525,7974,4273,5485,3676
+,8143,9177,8099,1183,3096,8874,8783,1012,5889,9267
+,5254,7268,6063,919,9787,8466,9125,2627,220,8499
+,720,4024,6838,9592,8268,4426,3403,6175,1250,5892
+,7244,976,3059,6358,6797,3912,9666,7356,3747,2289
+,1829,6167,147,222,7931,4452,3305,4224,9248,6513
+,8454,17,5527,3929,636,6013,4012,6543,2248,8538
+,2175,9096,1499,9154,6545,2089,6276,839,456,8072
-,808,0,0,0,0,0,0,0,0,0
+,1246,3468,6801,2489,7791,7695,8394,4532,1308,5372
-,587,0,0,0,0,0,0,0,0,0
+,4030,299,1192,615,1790,1294,5349,2961,5540,1225
+,6916,6103,6729,6167,3882,9406,4514,2051,5578,7347
-,911,0,0,0,0,0,0,0,0,0
+,7909,9803,4580,4751,6237,4491,867,3193,3620,617
+,7721,3789,3562,3699,9885,3954,3441,6222,3661,379
+,8926,1213,7407,7980,8023,6521,4165,8477,59,5765
+,6503,3467,6301,9940,9080,4107,5168,2269,1925,3556
+,2873,3505,958,6186,5926,8779,9456,968,4257,5713
+,621,5726,4268,8164,9125,7245,4153,3881,1738,3385
+,9488,9205,5402,2161,9575,5977,8721,956,5769,5066
+,1299,9965,696,1407,9655,6541,5461,982,5194,8477
+,6848,5710,5774,8175,1955,8359,9135,9447,754,829
+,7566,7225,2079,3555,6152,1645,211,542,9792,221
+,4734,9179,6295,6280,7033,657,821,61,4146,3122
+,6919,3817,948,1299,9162,414,1981,5062,4278,4694
-,678,0,0,0,0,0,0,0,0,0
+,9390,2477,6831,9005,8474,5922,7648,9473,2859,9739
+,6822,6021,8925,7085,1029,8219,1548,4988,1645,8169
+,7581,266,1308,2501,5110,2682,3029,6297,8917,7465
+,2630,9728,5461,5968,6738,8001,3754,5915,8036,5298
+,4575,1208,2455,6819,7823,3433,3140,7595,7991,6279
+,3788,9734,5449,7887,9660,5521,5170,1728,5282,6721
-,498,0,0,0,0,0,0,0,0,0
+,4266,5938,7441,4885,5236,4527,2965,439,4784,1986
+,2390,2818,8632,910,4005,3691,8516,9263,1986,2366
+,2931,4003,3077,1679,3736,9807,5061,5532,1331,9680
+,2805,814,7087,2541,8568,7196,3007,2322,6048,6466
+,7804,9610,8403,7002,1113,2321,1888,3410,7052,8709
+,8799,5523,447,7385,9680,5854,4804,5371,9944,9890
+,527,6296,2583,7388,10,3278,3849,8876,3078,5957
+,3693,2052,6095,2623,9982,386,7054,4546,9256,996
-,852,0,0,0,0,0,0,0,0,0
+,6496,5255,6506,5871,7867,7879,3518,6832,2662,9044
+,5482,7274,7484,9217,3682,716,4496,4127,505,8037
-,888,0,0,0,0,0,0,0,0,0
+,3911,8555,4667,5326,7475,8267,2993,2499,747,2584
+,4434,2739,9837,9914,796,3800,866,2193,2157,8753
+,4309,618,3769,7497,3525,3893,6919,8341,4158,1349
+,8290,4134,6347,5306,8549,4137,7078,9052,5598,8750
+,5993,1897,5343,6164,3192,7683,3010,4583,2242,5454
+,3442,4188,5480,2280,1926,2968,4191,9067,4640,5475
+,6356,7041,3624,2690,3575,3199,8551,8312,5275,1215
+,9167,8778,802,1916,6833,8035,6215,8168,1315,8331
+,438,9691,5468,9764,3763,977,5553,1457,1555,6933
+,465,2400,6904,5640,9649,851,5224,1907,9865,3256
+,3453,4055,2772,2883,1701,782,208,6635,302,2878
+,8590,5434,1450,990,8359,3992,440,5994,1615,8854
+,8222,3771,2851,1178,7313,3290,3501,8736,6923,7497
+,4998,5191,8977,1929,4738,8657,6959,4975,8347,2226
+,5166,310,4016,8602,1860,2732,1168,1820,7187,2787
+,39,5274,4057,3252,8923,2143,468,1073,3406,7752
+,4479,4614,749,1445,9042,6052,155,8669,3994,527
+,6117,7611,3923,7932,606,112,2714,5725,870,2985
+,8484,3970,8374,5911,1326,9390,8049,284,601,9456
+,3784,9838,7873,4108,5821,8042,527,4776,3563,4132
+,3867,4466,4320,9421,4193,2512,6106,8002,6246,2498
+,1268,2,1483,6427,6842,366,209,1672,7523,9568
-,454,0,0,0,0,0,0,0,0,0
+,2827,4520,8113,572,7805,4233,2733,9390,2867,1874
-,689,0,0,0,0,0,0,0,0,0
+,5722,3644,1649,2698,3930,3374,2523,8628,9840,1541
+,9441,1660,8646,8697,952,4875,3140,5007,2695,5343
+,254,1297,3027,9540,3905,1854,1884,6599,5279,3782
+,1762,7766,6791,7471,7850,5997,5060,3787,5649,9028
-,808,0,0,0,0,0,0,0,0,0
+,283,2587,4000,2218,8730,8350,483,4461,5704,9050
+,8090,3906,7395,148,3044,6730,1571,4030,1866,365
+,4780,6404,6910,3491,6608,978,5301,6368,6898,9114
+,8524,6145,834,5741,1117,2072,7778,5580,1712,6428
+,7111,1682,8595,8201,8655,2363,3279,5964,9750,8277
+,9549,9219,828,4959,2387,3418,9368,5940,6329,2689
+,145,4706,429,2159,724,4711,6523,1553,170,3195
+,164,3624,3025,1778,5514,9908,2165,8871,2754,5680
+,6020,5583,3780,3441,127,3302,7970,2478,432,5516
-,329,0,0,0,0,0,0,0,0,0
+,5213,548,5666,5511,9355,1958,6179,3740,363,7801
+,7809,9818,4420,696,7638,7863,8812,9922,7306,5835
+,9947,8596,8191,3309,7669,1974,6629,5286,8220,9785
+,1572,8397,9892,824,1098,837,541,6078,5815,5926
+,4253,3901,4114,4829,549,5300,8729,9269,2481,417
+,1540,883,6678,9702,4885,7805,9388,9803,1108,1083
+,6624,3429,6177,4237,1117,1039,6616,6871,7278,400
+,4154,1246,2816,4043,484,8366,2331,2146,5982,3440
+,2424,3181,4078,1832,6728,4098,4891,8342,502,8651
+,7471,8367,1213,2321,929,6325,3005,6851,120,107
+,2836,1152,8652,636,2862,4939,1267,379,3675,1685
+,8784,483,3328,5969,1878,7020,4328,6118,5907,9593
+,6114,3778,3961,6485,3152,5064,1905,2594,5145,293
+,4733,7693,5318,5304,575,8557,337,8911,6095,1372
+,2980,7948,1554,1951,4081,4009,9125,3206,248,3390
+,23,2545,8946,7801,2604,203,4358,9649,1635,9221
+,5679,8892,222,7839,8640,5284,2145,8108,3462,6137
+,5971,7213,7144,7733,9271,585,1152,2792,8821,1063
+,1362,5040,5673,2478,2561,9359,491,9439,9833,8529
+,2259,7606,9731,2384,1363,2041,4628,6107,1044,2476
+,1087,3597,5116,731,7284,7122,7585,8543,618,8308
-,986,0,0,0,0,0,0,0,0,0
+,6762,4634,1475,3945,5897,1834,3066,1825,468,4808
+,9355,8582,1186,7389,2638,2636,8974,7626,9594,3151
+,4459,7141,7629,6649,6876,2423,4230,8590,5583,5879
+,4377,2384,9784,5023,3516,6798,885,9033,8736,3403
+,774,5295,2704,3576,4531,499,5128,3378,8264,182
+,4905,234,3334,9929,4649,4456,4896,834,3395,1258
+,4675,9855,9166,962,1812,6695,114,9027,4944,9742
+,5754,5993,7643,9858,1117,8458,5022,1008,7194,368
+,3281,7587,6538,6075,6945,2928,1312,7724,5109,7285
+,1756,8105,317,3878,6457,3988,5933,92,18,9926
+,5967,1209,6185,7089,1018,2867,4086,9647,4316,6980
+,1763,7927,6605,3518,2961,8887,65,8074,1031,6755
+,9820,5629,9083,8614,6666,885,2694,9877,2113,4970
+,871,5693,6539,9911,7910,3712,7646,3760,941,8829
+,2799,5168,3953,759,9652,3007,1872,2707,4451,2069
+,7761,6065,5420,3874,7748,893,9850,9961,2650,7552
+,3622,3984,7041,3902,4755,1869,7057,5398,3447,2504
+,8194,6271,4483,1359,8511,1389,9681,9124,7410,124
+,8205,3783,9188,3212,6378,5574,6344,6989,7571,3448
-,506,0,0,0,0,0,0,0,0,0
+,7202,3886,4375,6680,2719,656,9465,4737,3051,8831
+,6524,2323,1410,4560,1318,4787,1079,900,7860,439
+,115,219,3107,9221,1918,8017,6962,7464,3948,8032
+,9101,1549,5956,7103,9237,8244,9913,8260,5571,3301
+,5924,329,9140,2252,8187,2726,900,5343,5578,9902
+,2993,8901,779,9380,5126,1250,1468,7992,229,7573
+,5458,9434,3979,8745,4916,2175,8768,3618,9122,5134
+,477,9848,613,9977,7866,9610,1748,2826,7573,7333
+,7324,415,7904,3734,7092,9416,1441,5638,5892,8307
+,5146,4503,9004,9901,7969,29,881,9507,4513,8573
+,282,4371,7954,2352,7823,5694,4925,3578,4758,182
+,9740,4913,8853,6361,7152,6972,8747,2220,6585,6564
+,2793,3053,9025,6789,7195,9540,7969,1109,6165,8490
+,3290,783,4138,7251,4055,9063,7787,5636,5811,9121
+,1397,1642,3844,4466,7439,2321,8309,323,2175,824
+,1174,9241,1206,8052,1765,8117,6993,971,9606,7162
+,7874,8732,8591,3800,1801,7802,4487,2120,4504,9050
+,7961,822,2742,7310,4024,6377,4054,13,2535,5745
+,7401,7630,5625,1042,6321,4111,9714,1819,2096,8714
+,2743,6015,1616,5271,911,727,5603,5876,2045,7571
+,8564,5499,7182,250,1075,5587,3007,812,3349,6697
+,5742,3873,8166,8363,299,773,5565,1453,4127,6193
